user,reward
0xb867416A190C0d9050E941d4c19C7Ac77CEFa747,1645950697671449074934
0x9Db87d302D3442eF6108510AA08F276a82724633,1009692597780646573661
0x1Ce2dB664943433bDBB72EB7AE3bacFcE26ba2ca,253893355886518499629
0x06c405FD76A6a9B9ddC33e62f83CE341a7c214cB,204420313680842554291
0xaDCf6661Dca24225d7984EE96B55e939fc6dDd10,164636089807260006241
0x073bE86D6cf0A64aCf4a67E302d021A2dD4bBa02,110163943191676700634
0x9c3beEF762f53B9c4aF44F2A155EBe7D3bf60F22,101720162941199845530
0xa89Ba43f7274f42391E0cbE308bEE9C470eCFB9D,101720088002329061405
0x488577d892436B03C36fAeE95db56ed512e3f169,82695366552215953445
0x8298A996A00835eedcC75763038B731Fe617Fd0D,65691097155876561072
0xBcA4D68BE543dCEFb1a8bcCb519503f9ba3f2026,65600209366983683868
0xaFd2E9714835713f014E90a26231677733534a38,65420453697272333897
0xa1C9d41719c4fFD99463F1CfA579d9b6A96b50c6,42454247787010991356
0xdDAeD4FEb139dC458B6D153D0C322716Cd0D574E,33849149216626523841
0x61509a09f6E278fC24B67b5D5799279bC7Af6f25,16391685453227314221
0x76Ed6c22154EF31Df771A11287740B10E8d196D4,6386181648374509850
0xC32b7438b3dF7844c9eE799930a2224Fe6E26426,2928677931603250273
0xD4408dC67E85b229Af48da4ce56D8892e76deD2e,2901191526764701359
0x461BEd1c0962CbCC4484Be93030a0ea54BE6D733,2745631626341197331
0xBDac6532be38Db1D48640d46C3011dF6D4C099Ec,2654672708684200885
0x941D795F9c3A947C67e2402450eab0B6cd92d422,2654108686142727365
0x8D17851c043dd69EE8ba1e68fB8300B80e8E7Bb4,2564638649425635447
0xac206Dfe89fAf2F394af56Df6407ebB9053dB240,2379540253336088209
0xC4d88B7F71292a055dE362eA017a7F3D08c1F506,1855916136011274677
0xEeE7FB850D28f5cabd5f1EDF540646b5bEA17CE5,1431452536733602613
0x61cfAA80817924fF93c791841A7C774d4820b999,1019846154030829730
